Parent Category Name,Georgian Parent Category Name,Parent Category Sort Order,Parent Category Type, Child Category Name,Georgian Child Category Name,Child Category Sort Order,Child Category Type,Type,Exists Question,"Exists Question
(must use unique # of reach question)",Questions to show if Exists (use # from exists question column),Required for Accessibility Flag,Question,Georgian Question,Question Sort Order,Validation Equation,Evidence is Angle?,Evidence 1,Geogian Evidence 1,Evidence 2,Geogian Evidence 2,Evidence 3,Geogian Evidence 3,Venue,Domestic Legal Requirement,Convention Category,Reference,Reference Georgian,Help Text,Help Text Georgian
Entrances,,6,common,Ramps,,3,common,m,,,19,, The slope of the ramp is adequate ,,65,<6%,1,Height (m),,Depth (m),,Angle (Degrees),,,1,Physical environment/Facilities,Article 5(2) of Accessibility Standards,,,
Entrances,,6,common,Ramps,,3,common,m,,,19,,"The surface of the ramp is firm, level, slip-resistant ",,66,,,,,,,,,,,Physical environment/Facilities,,,,
Entrances,,6,common,Ramps,,3,common,m,,,19,,The width of the ramp is adequate,,67,>1.0m,,Width (m),,,,,,,1,Physical environment/Facilities,"Article 3(3), Article 5(9) of Accessibility Standards",,,
Entrances,,6,common,Ramps,,3,common,m,,20,19,, Ramp has continuous handrails on both sides,,68,,,,,,,,,,,Physical environment/Facilities,,,,
Entrances,,6,common,Ramps,,3,common,m,,,20,,Height of upper bar of handrail is adequate,,69,0.9m,,Height (m),,,,,,,1,Physical environment/Facilities,Article 5(6) of Accessibility Standards,,,
Entrances,,6,common,Ramps,,3,common,m,,,20,,Height of lower bar of handrail is adequate,,70,0.7m,,Height (m),,,,,,,1,Physical environment/Facilities,Article 5(6) of Accessibility Standards,,,
Entrances,,6,common,Ramps,,3,common,m,,,20,,Distance between vertical bars on handrail is adequate,,71,0.5m,,Distance (m),,,,,,,1,Physical environment/Facilities,Article 5(6) of Accessibility Standards,,,
Entrances,,6,common,Ramps,,3,common,m,,,20,,Ramp handrails extend past the end of the ramp,,72,>0.3m,,Length (m),,,,,,,,Physical environment/Facilities,Article 5(8) of Accessibility Standards,,,
Entrances,,6,common,Ramps,,3,common,m,,,20,,Edges of ramp handrails are directed downward,,73,,,,,,,,,,1,Physical environment/Facilities,Article 5(9) of Accessibility Standards,,,
Entrances,,6,common,Ramps,,3,common,m,,,20,,Upper and lower handrail bars are connected,,74,,,,,,,,,,1,Physical environment/Facilities,Article 5(9) of Accessibility Standards,,,
Entrances,,6,common,Ramps,,3,common,m,,,19,,Ramp has edge protection,,75,0.10m,,Height (m),,,,,,,1,Physical environment/Facilities,Article 5(5) of Accessibility Standards,,,
Entrances,,6,common,Ramps,,3,common,m,,,19,, Ramp is sheltered from weather,,76,,,,,,,,,,1,Physical environment/Facilities,Article(3)(3),,,
Entrances,,6,common,Ramps,,3,common,m,,,19,, Width of flat pathway at the top and bottom of ramp is adequate,,77,>1.0m ,,Width (m),,,,,,,1,Physical environment/Facilities,Article 5(3) of Accesibility Standards,,,
Entrances,,6,common,Ramps,,3,common,m,,,19,,Length of flat pathway at the top and bottom of ramp is adequate,,78,>1.5m,,Length (m),,,,,,,1,Physical environment/Facilities,Article 5(3) of Accesibility Standards,,,
Entrances,,6,common,Ramps,,3,common,m,,61,19,,"Ramp has rest platform (only needed if ramp is longer than 8m, or if the ramp changes directions)",,79,,,,,,,,,,1,Physical environment/Facilities,Article 5(2) of Accessibility Standards,,,
Entrances,,6,common,Ramps,,3,common,m,,,61,,Width of rest platform is adequate,,80,>1.0m,,Width (m),,,,,,,1,Physical environment/Facilities,Article 5(3) of Accessibility Standards,,,
Entrances,,6,common,Ramps,,3,common,m,,,61,,Length of rest platform is adequate,,81,>1.5m,,Length (m),,,,,,,1,Physical environment/Facilities,Article 5(3) of Accesibility Standards. ,,,
Entrances,,6,common,Ramps,,3,common,m,,,61,,Rest platform exists every 6m,,82,,,,,,,,,,1,Physical environment/Facilities,Article 5(2) of Accessibility Standards,,,
Entrances,,6,common,Ramps,,3,common,s,,,19,, Top and bottom of ramp are marked with stripes of bright paint,,83,,,,,,,,,,1,Physical environment/Facilities,Article 5(1) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,"b,d,h,m,s",,21,,,Elevator exists,,84,,,,,,,,,,,Physical environment/Facilities,,,,
Entrances,,6,common,Elevators,,4,common,m,,,21,,Path to elevator is accessible,,85,,,,,,,,,,,Physical environment/Facilities,,,,
Entrances,,6,common,Elevators,,4,common,"b,d,h,m,s",,,21,,Path to elevator is free of barriers,,86,,,,,,,,,,,Physical environment/Facilities,,,,
Entrances,,6,common,Elevators,,4,common,m,,,21,,Elevator is placed in the main hall/lobby,,87,,,,,,,,,,,Physical environment/Facilities,,,,
Entrances,,6,common,Elevators,,4,common,"b,m,s",,,21,,Width of space in front of the elevator is adequate,,88,>1.5m,,Width (m),,,,,,,1,Physical environment/Facilities,"Article 3(7), 7(8) of Accessibility Standards",,,
Entrances,,6,common,Elevators,,4,common,"b,m,s",,,21,,Depth of space in front of the elevator is adequate,,89,>1.5m,,Depth (m),,,,,,,1,Physical environment/Facilities,Article 7(8) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,m,,,21,,Height of call buttons is adequate,,90,0.85m,,Height (m),,,,,,,1,Physical environment/Facilities,Article 7(8) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,s,,,21,, Call buttons are framed with a color that contrasts from the wall,,91,,,,,,,,,,,Physical environment/Facilities,,,,
Entrances,,6,common,Elevators,,4,common,"b,s",,,21,,Call buttons have Braille,,92,,,,,,,,,,1,Physical environment/Facilities,Article 7(9) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,"b,s",,,21,,Call buttons have tactile number markings,,93,,,,,,,,,,1,Physical environment/Facilities,Article 7(9) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,"b,m,s",,,21,,Width of doorway is adequate,,94,>0.90m,,Width (m),,,,,,,1,Physical environment/Facilities,Article 7(2) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,"b,d,h,m,s",,,21,, Doors remain open for enough time to enter ,,95,,,,,,,,,,,Physical environment/Facilities,,,,
Entrances,,6,common,Elevators,,4,common,"b,d,h,m,s",,,21,, Doors re-open automatically if they are obstructed,,96,,,,,,,,,,,Physical environment/Facilities,,,,
Entrances,,6,common,Elevators,,4,common,"b,d,h,m,s",,,21,,Gap between elevator and floor landing is adequate,,97,<2cm,,Distance (cm),,,,,,,,Physical environment/Facilities,Article 3(7) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,"b,d,h,m,s",,,21,,Elevator is free of barriers,,98,,,,,,,,,,,Physical environment/Facilities,,,,
Entrances,,6,common,Elevators,,4,common,"b,m",,,21,,Elevator walls have handrails,,99,,,,,,,,,,,Physical environment/Facilities,,,,
Entrances,,6,common,Elevators,,4,common,"b,m,s",,,21,,Depth of compartment is adequate,,100,>1.40m,,Depth (m),,,,,,,1,Physical environment/Facilities,Article 3(7) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,"b,m,s",,,21,,Width of compartment is adequate,,101,>1.1m,,Width (m),,,,,,,1,Physical environment/Facilities,Article 3(7) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,m,,,21,,Mirror is placed in the front of the compartment for orientation,,102,,,,,,,,,,1,Physical environment/Facilities,Article 7(8) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,"d,h",,22,21,,Elevator has visual signals,,103,,,,,,,,,,1,Physical environment/Facilities,Article 7(9) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,"d,h",,,22,, Visual signals identify direction of travel and floor,,104,,,,,,,,,,1,Physical environment/Facilities,Article 7(9) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,"b,s",,23,21,,Elevator has audible signals,,105,,,,,,,,,,1,Physical environment/Facilities,Article 7(9) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,"b,s",,,23,, Audible signals identify direction of travel and floor,,106,,,,,,,,,,1,Physical environment/Facilities,Article 7(9) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,m,,,21,, Height of buttons in elevator is adequate ,,107,1.2m,,Height (m),,,,,,,1,Physical environment/Facilities,Article 3(7) of Accessibility Standards,,Height is measured from the floor to the bottom of the buttons,
Entrances,,6,common,Elevators,,4,common,s,,,21,, Elevator buttons are framed with a color that contrasts with the walls,,108,,,,,,,,,,,Physical environment/Facilities,,,,
Entrances,,6,common,Elevators,,4,common,"b,s",,,21,, Elevator buttons have Braille,,109,,,,,,,,,,,Physical environment/Facilities,,,,
Entrances,,6,common,Elevators,,4,common,"b,s",,,21,,Elevator buttons have tactile markings,,110,,,,,,,,,,,Physical environment/Facilities,,,,
Entrances,,6,common,Elevators,,4,common,m,,,21,,Height of coin receptacle (for payment) is adequate,,111,1.2m,,Height (m),,,,,,,,Physical environment/Facilities,,,,
Entrances,,6,common,Elevators,,4,common,"b,d,h,m,s",,63,21,, Elevator has functioning two-way emergency communication system,,112,,,,,,,,,,1,Physical environment/Facilities,Article 7(6) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,"b,s",,,63,,Emergency communication system has sound amplification equipment,,113,,,,,,,,,,1,Physical environment/Facilities,Article 7(6) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,"d,h",,,63,,Emergency communication system has visual communication equipment,,114,,,,,,,,,,1,Physical environment/Facilities,Article 7(6) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,m,,,21,,"The elevator does not stop at an intermediate level, between flights of stairs ",,115,,,,,,,,,,1,Physical environment/Facilities,Article 7(2) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,m,,,21,,Elevator goes to all floors (including basement),,116,,,,,,,,,,1,Physical environment/Facilities,Article 7(5) of Accessibility Standards,,,
Entrances,,6,common,Elevators,,4,common,m,,,21,,Elevator can be controlled from the compartment automatically,,117,,,,,,,,,,1,Physical environment/Facilities,Article 7(2) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,,,,,m,,,,,Interior paths are accessible,,1,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,,,,,"b,d,h,m,s",,,,,Interior paths are free of barriers,,2,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,,,,,"b,m,s",,,,, Pathway width is adequate ,,3,>0.90m ,,Width (m),,,,,,,1,Physical environment/Facilities,Article 8(1) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,,,,,"b,d,h,m,s",,24,,,Walls have handrails,,4,,,,,,,,,,1,Physical environment/Facilities,Article 8(3) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,,,,,"b,d,h,m,s",,,24,,Handrails are at an adequate height,,5,0.85m,,Height (m),,,,,,,1,Physical environment/Facilities,Article 8(3) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,,,,,m,,,,,At least one drinking fountain is at a low height for wheelchair users,,6,,,Number (#),,,,,,,1,Physical environment/Facilities,Article 30(14) of Accessibility Standards. ,,,
"Interior Corridors, Doorways and Passageways",,7,common,,,,,m,,,,,Height of light switches is adequate,,7,1.0m,,Height (m),,,,,,,1,Physical environment/Facilities,Article 3(10) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,,,,,"b,s",,,,, Light switches are in consistent location throughout all interior corridors in this place,,8,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,,,,,m,,,,,"Light switch is adequate distance from the door, when the door is open (if the light switch is on same side as the door when the door is open)",,9,>1.4m,,Distince (m),,,,,,,1,Physical environment/Facilities,Article 9(8) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,,,,,"b,s",,25,,,There are signs on the doors that identify the purpose of interior rooms,,10,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,,,,,"b,s",,,25,, Signs are located directly above door handle,,11,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,,,,,"b,s",,,25,,Signs are located at an adequate height above door handle,,12,0.30m,,Height (m),,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,m,,,,,The path to the door is accessible,,13,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,"b,d,h,m,s",,,,,The door is free of barriers,,14,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,"b,m,s",,,,,"The door does not have spring hinges (i.e., is not self-closing)",,15,,,,,,,,,,1,Physical environment/Facilities,Article 9(1) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,"b,m,s",,26,,, There is a revolving door or turnstile,,16,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,"b,m,s",,,26,,There is an adjacent door in addition to the revolving door or turnstile,,17,,,,,,,,,,1,Physical environment/Facilities,Article 9(2) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,s,,,,,The color of the door contrasts from the color of the wall,,18,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,"b,d,h,m,s",,,,,Doorway is free of barriers,,19,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,"b,m,s",,,,,Width of doorway is adequate,,20,>0.90m,,Width (m),,,,,,,1,Physical environment/Facilities,Article 9(1) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,"b,d,h,m,s",,,,,Height of doorway is adequate ,,21,>2.10m,,Height (m),,,,,,,1,Physical environment/Facilities,Article 9(1) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,"b,d,h,m,s",,,,," Flat, level path through doorway ",,22,,,,,,,,,,1,Physical environment/Facilities,Article3(6) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,"b,d,h,m,s",,,,,Height of threshold is adequate,,23,<2cm,,Height (cm),,,,,,,1,Physical environment/Facilities,Article3(6) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,m,,,,,Height of door handle is adequate,,24,<0.85m,,Height (m),,,,,,,1,Physical environment/Facilities,Article 9(1) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,m,,,,,Diameter of door handle is adequate,,25,>3cm and <5cm,,Diameter (cm),,,,,,,1,Physical environment/Facilities,Article 5(7) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,"b,s",,,,,Handles of doors leading to hazardous areas have tacticle markings,,26,,,,,,,,,,1,Physical environment/Facilities,Article 9(6) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,"b,d,h,m,s",,,,, User can open door easily with one hand and little force,,27,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,"b,d,h,m,s",,,,,Door is automatic,,28,,,,,,,,,,1,Physical environment/Facilities,Article 3(6) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,"b,m,s",,27,,, Door has an automatic opener,,29,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,m,,,27,,Height of automatic door opener button is adequate,,30,1.0m,,Height (m),,,,,,,,Physical environment/Facilities,Article 3(10) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,s,,,27,, The color of the automatic door opener button contrasts with the color of the frame,,31,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,"b,s",,,27,, Automatic door opener button has Braille,,32,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,"b,d,h,m,s",,,,,"Door has reinforced, shock-proof glass",,33,,,,,,,,,,1,Physical environment/Facilities,"Article 3(6), 9(3) of Accessibility Standards",,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,s,,,,,Glass doors are painted in a color that contrasts from the walls,,34,,,,,,,,,,1,Physical environment/Facilities,Article 9(5) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Doorways,,1,common,"b,d,h,m,s",,,,,The door has handrails,,35,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,"b,d,h,m,s",,28,,,There are stairs,,36,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,"b,d,h,s",,,28,,The path to the stairs is free of barriers,,37,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,"b,d,h,s",,,28,,The stairs are free of barriers,,38,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,"b,s",,,28,,Width of platform in front of stairs is adequate,,39,>1.5m,,Width (m),,,,,,,1,Physical environment/Facilities,Article 6(1) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,"b,d,h,s",,,28,,"The surface of the stairs is firm, level, slip-resistant",,40,,,,,,,,,,1,Physical environment/Facilities,Article 3(4) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,"b,d,h,s",,31,28,,Stairs have continuous handrails on both sides,,41,,,,,,,,,,1,Physical environment/Facilities,Article 3(4) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,s,,,31,,"Handrail is painted in a color that contrasts from surroundings (wall, stairs, etc)",,42,,,,,,,,,,1,Physical environment/Facilities,Article 6(1) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,"b,d,h,s",,,31,,Height of handrails is adequate,,43,0.9m,,Height (m),,,,,,,1,Physical environment/Facilities,Article 6(3) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,"b,d,h,s",,,31,,Handrails extend past the end of the stairs,,44,0.3m,,Length (m),,,,,,,1,Physical environment/Facilities,Article 3(4) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,"b,d,h,s",,,28,,Height of all steps is the same,,45,,,,,,,,,,1,Physical environment/Facilities,"Article 3(4), 6(3) of Accessibility Standards",,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,"b,d,h,s",,,28,,Height of steps is adequate,,46,<0.16m,,Height (m),,,,,,,1,Physical environment/Facilities,Article 6(2) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,"b,d,h,s",,,28,,Width of steps is adequate,,47,>0.30m,,Width (m),,,,,,,1,Physical environment/Facilities,Article 3(4) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,"b,d,h,s",,,28,,Step edges are rounded,,48,,,,,,,,,,1,Physical environment/Facilities,Article 6(2) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,"b,d,h,s",,,28,,Length of step edges is adequate,,49,1cm,,Length (cm),,,,,,,1,Physical environment/Facilities,Article 3(4) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,s,,,28,,The top and and bottom of staircase are marked with a stripe of bright paint,,50,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,"b,s",,,28,,The top and bottom of staircase have a tactile line or other indicator,,51,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,s,,,28,,Stairwell is well-lighted,,52,,,,,,,,,,1,Physical environment/Facilities,Article 6(1) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,m,,29,28,,The pathway has a stair lift,,53,,,,,,,,,,1,Physical environment/Facilities,Article 7(1) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,m,,,29,,The stair lift functions,,54,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,m,,,29,,The stair lift can be operated and used independently,,55,,,,,,,,,,1,Physical environment/Facilities,Article 7(1) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,m,,,29,,The width of the stair lift is adequate,,56,>0.90m,,Width (m),,,,,,,1,Physical environment/Facilities,Article 7(7) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Stairs,,2,common,m,,,29,,The depth of the stair lift is adequate,,57,>1.2m,,Depth (m),,,,,,,1,Physical environment/Facilities,Article 7(7) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,"m,s",,30,,,There is a ramp,,58,,,,,,,,,,1,Physical environment/Facilities,,,"An answer of ""not relevant"" means that a ramp is not needed.",
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,30,,The path to the ramp is accessible ,,59,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,30,,The path to the ramp is free of barriers,,60,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,30,,Ramp is free of barriers,,61,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,"m,s",,,30,,Ramp is well-lighted,,62,,,,,,,,,,1,Physical environment/Facilities,Article 3(3) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,30,, The slope of the ramp is adequate ,,63,<6%,1,Height (m),,Depth (m),,Angle (Degrees),,,1,Physical environment/Facilities,Article 5(2) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,30,,"The surface of the ramp is firm, level, slip-resistant ",,64,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,30,,The width of the ramp is adequate,,65,>1.0m,,Width (m),,,,,,,1,Physical environment/Facilities,"Article 3(3), Article 5(9) of Accessibility Standards",,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,32,30,, Ramp has continuous handrails on both sides,,66,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,32,,Height of upper bar of handrail is adequate,,67,0.9m,,Height (m),,,,,,,1,Physical environment/Facilities,Article 5(6) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,32,,Height of lower bar of handrail is adequate,,68,0.7m,,Height (m),,,,,,,1,Physical environment/Facilities,Article 5(6) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,32,,Distance between vertical bars on handrail is adequate,,69,0.5m,,Distance (m),,,,,,,1,Physical environment/Facilities,Article 5(6) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,32,,Ramp handrails extend past the end of the ramp,,70,>0.3m,,Length (m),,,,,,,,Physical environment/Facilities,Article 5(8) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,32,,Edges of ramp handrails are directed downward,,71,,,,,,,,,,1,Physical environment/Facilities,Article 5(9) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,32,,Upper and lower handrail bars are connected,,72,,,,,,,,,,1,Physical environment/Facilities,Article 5(9) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,30,,Ramp has edge protection,,73,0.10m,,Height (m),,,,,,,1,Physical environment/Facilities,Article 5(5) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,30,, Width of flat pathway at the top and bottom of ramp is adequate,,74,>1.0m ,,Width (m),,,,,,,1,Physical environment/Facilities,Article 5(3) of Accesibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,30,,Length of flat pathway at the top and bottom of ramp is adequate,,75,>1.5m,,Length (m),,,,,,,1,Physical environment/Facilities,Article 5(3) of Accesibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,62,30,,"Ramp has rest platform (only needed if ramp is longer than 8m, or if the ramp changes directions)",,76,,,,,,,,,,1,Physical environment/Facilities,Article 5(2) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,62,,Width of rest platform is adequate,,77,>1.0m,,Width (m),,,,,,,1,Physical environment/Facilities,Article 5(3) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,"30,62",,Length of rest platform is adequate,,78,>1.5m,,Length (m),,,,,,,1,Physical environment/Facilities,Article 5(3) of Accesibility Standards. ,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,m,,,"30,62",,Rest platform exists every 6m,,79,,,,,,,,,,1,Physical environment/Facilities,Article 5(2) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Ramps,,3,common,s,,,30,, Top and bottom of ramp are marked with stripes of bright paint,,80,,,,,,,,,,1,Physical environment/Facilities,Article 5(1) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Elevators,,4,common,"b,d,h,m,s",,33,,,Elevator exists,,81,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Elevators,,4,common,m,,,33,,Path to elevator is accessible,,82,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Elevators,,4,common,"b,d,h,m,s",,,33,,Path to elevator is free of barriers,,83,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Elevators,,4,common,m,,,33,,Elevator is in the main hall/lobby of the place,,84,,,,,,,,,,,Physical environment/Facilities,,,,
"Interior Corridors, Doorways and Passageways",,7,common,Elevators,,4,common,"b,m,s",,,33,,Width of space in front of the elevator is adequate,,85,>1.5m,,Width (m),,,,,,,1,Physical environment/Facilities,"Article 3(7), 7(8) of Accessibility Standards",,,
"Interior Corridors, Doorways and Passageways",,7,common,Elevators,,4,common,"b,m,s",,,33,,Depth of space in front of the elevator is adequate,,86,>1.5m,,Depth (m),,,,,,,1,Physical environment/Facilities,Article 7(8) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Elevators,,4,common,m,,,33,,Height of call buttons is adequate,,87,0.85m,,Height (m),,,,,,,1,Physical environment/Facilities,Article 7(8) of Accessibility Standards,,,
"Interior Corridors, Doorways and Passageways",,7,common,Elevators,,4,common,s,,,33,, Call buttons are framed with a color that contrasts from the wall,,88,,,,,,,,,,,Physical environment/Facilities,,,,
